job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,work_product_family,exact_activity_ids,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
EJOB-F14.05-PROFESSIONAL,Accounts Payable Specialist,,"Production, Service, Quality & Finance — F14",JP-F14.05-PROFESSIONAL,reconciled-employment-profile,WP-W7-F14.05-PROFESSIONAL-001,Supplier Invoice Record,TRANSACTION / COMMITMENT,F14.05.A01,NATIVE,Operate,Legal Entity|Accounting Period|Ledger|Customer|Supplier|Bank|Tax Jurisdiction|Investment,F14,Payable / Expense [AGG-19-AP],Transaction Workspace|Approval Panel,approved commercial transactions|bank/cash data|budgets/forecasts|source subledgers|tax/control requirements,management decisions|payments/cash|statutory/tax reporting|investment/asset decisions|enterprise performance,"Counterparty/terms/authority with immutable issue, execution, amendment and completion history",candidate-explicit
EJOB-F14.05-PROFESSIONAL,Accounts Payable Specialist,,"Production, Service, Quality & Finance — F14",JP-F14.05-PROFESSIONAL,reconciled-employment-profile,WP-W7-F14.05-PROFESSIONAL-002,Invoice Validation / Match Record,CASE / ASSESSMENT,F14.05.A02|F14.05.A03,NATIVE,Operate,Legal Entity|Accounting Period|Ledger|Customer|Supplier|Bank|Tax Jurisdiction|Investment,F14,Payable / Expense [AGG-19-AP],Case Workspace|Assessment Form|Evidence Panel,approved commercial transactions|bank/cash data|budgets/forecasts|source subledgers|tax/control requirements,management decisions|payments/cash|statutory/tax reporting|investment/asset decisions|enterprise performance,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F14.05-PROFESSIONAL,Accounts Payable Specialist,,"Production, Service, Quality & Finance — F14",JP-F14.05-PROFESSIONAL,reconciled-employment-profile,WP-W7-F14.05-PROFESSIONAL-003,Invoice Approval,DECISION / APPROVAL,F14.05.A04,NATIVE,Operate,Legal Entity|Accounting Period|Ledger|Customer|Supplier|Bank|Tax Jurisdiction|Investment,F14,Payable / Expense [AGG-19-AP],Decision Workspace|Approval Panel,approved commercial transactions|bank/cash data|budgets/forecasts|source subledgers|tax/control requirements,management decisions|payments/cash|statutory/tax reporting|investment/asset decisions|enterprise performance,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F14.05-PROFESSIONAL,Accounts Payable Specialist,,"Production, Service, Quality & Finance — F14",JP-F14.05-PROFESSIONAL,reconciled-employment-profile,WP-W7-F14.05-PROFESSIONAL-004,Payable Payment Request / Record,TRANSACTION / COMMITMENT,F14.05.A05,NATIVE,Operate,Legal Entity|Accounting Period|Ledger|Customer|Supplier|Bank|Tax Jurisdiction|Investment,F14,Payable / Expense [AGG-19-AP],Transaction Workspace|Approval Panel,approved commercial transactions|bank/cash data|budgets/forecasts|source subledgers|tax/control requirements,management decisions|payments/cash|statutory/tax reporting|investment/asset decisions|enterprise performance,"Counterparty/terms/authority with immutable issue, execution, amendment and completion history",candidate-explicit
EJOB-F14.05-PROFESSIONAL,Accounts Payable Specialist,,"Production, Service, Quality & Finance — F14",JP-F14.05-PROFESSIONAL,reconciled-employment-profile,WP-W7-F14.05-PROFESSIONAL-005,AP Reconciliation,CASE / ASSESSMENT,F14.05.A06,NATIVE,Operate,Legal Entity|Accounting Period|Ledger|Customer|Supplier|Bank|Tax Jurisdiction|Investment,F14,Payable / Expense [AGG-19-AP],Case Workspace|Assessment Form|Evidence Panel,approved commercial transactions|bank/cash data|budgets/forecasts|source subledgers|tax/control requirements,management decisions|payments/cash|statutory/tax reporting|investment/asset decisions|enterprise performance,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F14.06-PROFESSIONAL,Accounts Receivable Specialist,,"Production, Service, Quality & Finance — F14",JP-F14.06-PROFESSIONAL,reconciled-employment-profile,WP-W7-F14.06-PROFESSIONAL-001,Customer Invoice,TRANSACTION / COMMITMENT,F14.06.A01,NATIVE,Operate,Legal Entity|Accounting Period|Ledger|Customer|Supplier|Bank|Tax Jurisdiction|Investment,F14,Receivable / Customer Balance [AGG-19-AR],Transaction Workspace|Approval Panel,approved commercial transactions|bank/cash data|budgets/forecasts|source subledgers|tax/control requirements,management decisions|payments/cash|statutory/tax reporting|investment/asset decisions|enterprise performance,"Counterparty/terms/authority with immutable issue, execution, amendment and completion history",candidate-explicit
EJOB-F14.06-PROFESSIONAL,Accounts Receivable Specialist,,"Production, Service, Quality & Finance — F14",JP-F14.06-PROFESSIONAL,reconciled-employment-profile,WP-W7-F14.06-PROFESSIONAL-002,Receivable Posting,TRANSACTION / COMMITMENT,F14.06.A02,NATIVE,Operate,Legal Entity|Accounting Period|Ledger|Customer|Supplier|Bank|Tax Jurisdiction|Investment,F14,Receivable / Customer Balance [AGG-19-AR],Transaction Workspace|Approval Panel,approved commercial transactions|bank/cash data|budgets/forecasts|source subledgers|tax/control requirements,management decisions|payments/cash|statutory/tax reporting|investment/asset decisions|enterprise performance,"Counterparty/terms/authority with immutable issue, execution, amendment and completion history",candidate-explicit
EJOB-F14.06-PROFESSIONAL,Accounts Receivable Specialist,,"Production, Service, Quality & Finance — F14",JP-F14.06-PROFESSIONAL,reconciled-employment-profile,WP-W7-F14.06-PROFESSIONAL-003,Customer Payment Receipt,TRANSACTION / COMMITMENT,F14.06.A03,NATIVE,Operate,Legal Entity|Accounting Period|Ledger|Customer|Supplier|Bank|Tax Jurisdiction|Investment,F14,Receivable / Customer Balance [AGG-19-AR],Transaction Workspace|Approval Panel,approved commercial transactions|bank/cash data|budgets/forecasts|source subledgers|tax/control requirements,management decisions|payments/cash|statutory/tax reporting|investment/asset decisions|enterprise performance,"Counterparty/terms/authority with immutable issue, execution, amendment and completion history",candidate-explicit
EJOB-F14.06-PROFESSIONAL,Accounts Receivable Specialist,,"Production, Service, Quality & Finance — F14",JP-F14.06-PROFESSIONAL,reconciled-employment-profile,WP-W7-F14.06-PROFESSIONAL-004,Cash Allocation Record,EXECUTION RECORD,F14.06.A04,NATIVE,Operate,Legal Entity|Accounting Period|Ledger|Customer|Supplier|Bank|Tax Jurisdiction|Investment,F14,Receivable / Customer Balance [AGG-19-AR],Execution Record|Evidence Panel,approved commercial transactions|bank/cash data|budgets/forecasts|source subledgers|tax/control requirements,management decisions|payments/cash|statutory/tax reporting|investment/asset decisions|enterprise performance,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F14.02-PROFESSIONAL,Budgeting Specialist,,"Production, Service, Quality & Finance — F14",JP-F14.02-PROFESSIONAL,reconciled-employment-profile,WP-W7-F14.02-PROFESSIONAL-001,Budget Assumption Set,REGISTER / SCHEDULE,F14.02.A01,NATIVE,Operate,Legal Entity|Accounting Period|Ledger|Customer|Supplier|Bank|Tax Jurisdiction|Investment,F14,Budget / Forecast / Capex [AGG-19-BUDGET],Enterprise Grid|Collection View,approved commercial transactions|bank/cash data|budgets/forecasts|source subledgers|tax/control requirements,management decisions|payments/cash|statutory/tax reporting|investment/asset decisions|enterprise performance,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
